CustomerID,Age,Tenure months,Contract type,Internet service,Monthly charges,Total charges,Payment method,Support calls last month,Churn
20373,19.0,14,month-to-month,Fiber optic,82.44,1173.72,Credit card,3,yes
20174,76.0,12,one-year,None,36.83,440.36,Credit card,0,no
20824,73.0,69,month-to-month,None,19.24,1330.18,Direct debit,0,no
20233,55.0,58,one-year,None,,1158.57,Direct debit,1,no
20578,51.0,9,month-to-month,DSL,52.68,491.01,Bank transfer,2,yes
20676,34.0,0,month-to-month,DSL,46.25,3.27,Credit card,3,no
20317,25.0,31,month-to-month,DSL,86.4,2680.64,Credit card,3,yes
20648,73.0,45,month-to-month,DSL,116.59,5263.46,Credit card,1,yes
20410,53.0,7,month-to-month,Fiber optic,81.35,596.75,Bank transfer,2,yes
20877,69.0,21,one-year,DSL,108.75,2278.0,Direct debit,2,no
20709,57.0,14,two-year,Fiber optic,56.88,814.02,Bank transfer,2,no
20358,33.0,51,one-year,DSL,66.18,3386.19,Credit card,0,no
20258,70.0,67,one-year,None,22.99,1534.26,Direct debit,0,no
20744,27.0,12,one-year,DSL,76.08,910.46,Credit card,1,no
20627,49.0,37,one-year,Fiber optic,92.59,3442.51,Credit card,3,no
20632,38.0,7,one-year,DSL,78.4,563.62,Credit card,0,no
20282,56.0,47,one-year,DSL,75.11,3543.35,Direct debit,1,no
20376,29.0,31,one-year,Fiber optic,51.53,1589.55,Bank transfer,1,no
20384,29.0,46,month-to-month,None,19.83,,Credit card,2,no
20224,25.0,55,two-year,Fiber optic,119.39,6590.05,Direct debit,2,no
20932,25.0,64,two-year,DSL,108.88,6983.03,Direct debit,0,no
20796,68.0,31,month-to-month,Fiber optic,96.63,3000.4,Credit card,3,yes
20472,36.0,66,two-year,DSL,59.47,3952.66,Direct debit,2,no
20347,81.0,21,month-to-month,None,20.87,,Credit card,1,no
20505,74.0,31,one-year,Fiber optic,,3280.18,Credit card,1,no
20639,22.0,64,month-to-month,Fiber optic,92.06,5921.08,Direct debit,3,yes
20076,25.0,63,month-to-month,Fiber optic,62.35,3948.12,Credit card,0,no
20907,78.0,44,one-year,None,18.21,821.16,Credit card,2,no
20884,55.0,35,one-year,Fiber optic,74.66,2642.77,Bank transfer,1,no
20619,25.0,28,month-to-month,Fiber optic,105.64,2952.32,Credit card,2,yes
20836,43.0,20,two-year,DSL,98.02,1986.41,Direct debit,1,no
20645,44.0,7,two-year,Fiber optic,74.93,530.66,Direct debit,3,no
20828,22.0,48,two-year,Fiber optic,101.29,4891.08,Credit card,4,no
20556,50.0,68,two-year,,,8117.54,Direct debit,0,no
20936,49.0,40,one-year,None,19.43,802.17,Credit card,4,no
20577,,10,two-year,DSL,,838.44,Credit card,1,no
20085,45.0,20,two-year,Fiber optic,62.67,1274.77,Credit card,1,no
20242,81.0,4,two-year,Fiber optic,68.6,271.74,Direct debit,2,no
20698,70.0,47,month-to-month,None,28.09,1310.28,Direct debit,0,yes
20159,19.0,16,month-to-month,Fiber optic,65.77,1055.46,Direct debit,1,yes
20524,75.0,60,two-year,Fiber optic,66.1,3973.9,Credit card,1,no
20035,35.0,8,month-to-month,DSL,58.68,480.41,Bank transfer,3,yes
20540,42.0,38,month-to-month,Fiber optic,73.72,2809.41,Direct debit,1,no
20170,33.0,38,month-to-month,DSL,80.9,3064.97,Direct debit,3,yes
20654,18.0,13,month-to-month,Fiber optic,92.17,1218.04,,4,yes
20869,71.0,15,month-to-month,DSL,102.29,1532.06,Direct debit,2,yes
20855,68.0,68,one-year,None,31.31,2155.87,Direct debit,1,no
20829,46.0,59,month-to-month,None,17.81,1056.24,Credit card,0,no
20923,35.0,19,one-year,DSL,61.94,1196.07,Credit card,1,no
20733,81.0,34,month-to-month,None,18.18,,Direct debit,0,no
20095,52.0,21,two-year,None,16.04,356.82,Credit card,2,no
20563,70.0,69,month-to-month,Fiber optic,96.39,6665.09,Credit card,4,yes
20240,47.0,2,two-year,Fiber optic,98.17,203.33,Credit card,2,no
20742,22.0,6,month-to-month,Fiber optic,46.46,285.37,Bank transfer,2,no
20574,49.0,22,two-year,DSL,49.79,1120.47,Direct debit,2,no
20690,23.0,10,one-year,Fiber optic,109.26,1122.59,Direct debit,3,no
20460,83.0,32,one-year,DSL,53.93,1736.57,Bank transfer,1,no
20553,76.0,13,month-to-month,DSL,111.36,1451.32,Credit card,4,yes
20858,58.0,54,month-to-month,,65.01,3534.48,Direct debit,5,yes
20206,71.0,17,one-year,None,17.89,302.35,Direct debit,3,no
20392,30.0,57,month-to-month,DSL,,5946.66,Credit card,0,yes
20794,83.0,34,one-year,Fiber optic,46.8,1608.08,Direct debit,2,no
20397,25.0,34,month-to-month,Fiber optic,100.86,3456.64,Bank transfer,2,yes
20766,57.0,8,one-year,DSL,80.42,669.34,Credit card,3,no
20830,,1,month-to-month,Fiber optic,55.77,56.46,Bank transfer,2,yes
20217,58.0,11,month-to-month,Fiber optic,109.41,1216.49,Credit card,1,yes
20004,41.0,31,month-to-month,Fiber optic,111.44,3470.74,Direct debit,3,yes
20768,39.0,9,month-to-month,None,21.1,206.73,Bank transfer,1,yes
20642,51.0,29,month-to-month,None,24.25,723.51,Credit card,2,yes
20876,26.0,69,month-to-month,DSL,45.2,3110.95,Credit card,0,no
20612,23.0,32,month-to-month,None,22.39,743.07,Direct debit,1,no
20738,50.0,17,month-to-month,Fiber optic,92.69,1574.35,Credit card,2,yes
20546,50.0,39,month-to-month,None,22.21,863.86,Bank transfer,2,yes
20725,22.0,12,month-to-month,Fiber optic,73.19,871.1,Direct debit,3,yes
20683,84.0,20,month-to-month,DSL,115.05,2291.63,,2,yes
20098,20.0,32,month-to-month,DSL,109.48,3495.64,Credit card,1,yes
20804,81.0,34,month-to-month,DSL,,1662.66,Bank transfer,0,yes
20727,36.0,33,month-to-month,Fiber optic,45.54,1512.95,Credit card,2,yes
20573,82.0,44,month-to-month,None,37.28,1657.9,Credit card,2,yes
20406,,59,month-to-month,None,19.28,,Direct debit,6,yes
20502,53.0,7,month-to-month,Fiber optic,83.0,,Bank transfer,1,yes
20047,53.0,21,month-to-month,DSL,84.26,1795.44,Bank transfer,1,yes
20032,24.0,4,one-year,None,22.35,83.53,Credit card,2,no
20779,79.0,59,month-to-month,Fiber optic,53.65,3175.71,Direct debit,2,yes
20200,26.0,48,two-year,None,25.59,1251.64,Direct debit,3,no
20134,20.0,71,month-to-month,DSL,119.66,8501.72,Direct debit,1,yes
20027,68.0,10,month-to-month,,51.28,514.66,Direct debit,5,yes
20604,22.0,19,month-to-month,Fiber optic,56.61,1074.96,Direct debit,3,yes
20230,76.0,70,month-to-month,Fiber optic,49.61,3477.34,Credit card,2,no
20489,42.0,25,two-year,DSL,58.78,1495.63,Direct debit,5,no
20772,31.0,48,month-to-month,Fiber optic,106.54,,Credit card,1,no
20378,52.0,46,one-year,Fiber optic,96.86,4447.79,Bank transfer,1,no
20288,30.0,57,month-to-month,Fiber optic,64.57,3687.04,Direct debit,0,yes
20418,40.0,52,one-year,Fiber optic,67.48,3516.15,Direct debit,1,no
20674,56.0,12,two-year,Fiber optic,88.29,1084.78,Credit card,1,no
20391,46.0,0,month-to-month,Fiber optic,118.93,-6.73,,1,yes
20592,68.0,46,two-year,Fiber optic,57.04,2650.52,,1,no
20498,,44,two-year,None,34.44,1526.82,Credit card,1,no
20138,54.0,58,month-to-month,None,22.36,1294.99,Credit card,2,no
20062,32.0,26,two-year,Fiber optic,51.18,1346.85,Bank transfer,1,no
20471,48.0,60,one-year,Fiber optic,97.21,5828.51,Bank transfer,2,no
20647,64.0,71,month-to-month,None,23.64,1675.44,Bank transfer,3,yes
20128,47.0,46,month-to-month,Fiber optic,97.14,4488.56,Direct debit,2,yes
20874,64.0,29,month-to-month,None,29.73,875.43,Direct debit,3,yes
20520,45.0,6,month-to-month,DSL,69.35,444.62,Direct debit,2,no
20838,,71,two-year,None,39.04,2766.05,Bank transfer,6,no
20064,57.0,30,one-year,Fiber optic,81.42,2435.6,Direct debit,0,no
20812,74.0,59,month-to-month,DSL,51.79,,Direct debit,0,no
20014,38.0,6,one-year,None,33.24,,Credit card,2,no
20156,71.0,38,one-year,Fiber optic,108.99,4134.72,Direct debit,2,no
20040,70.0,58,two-year,Fiber optic,72.52,4201.32,Credit card,2,no
20492,55.0,59,month-to-month,None,18.16,,Credit card,2,no
20379,50.0,21,month-to-month,,64.63,1383.7,Credit card,4,yes
20187,67.0,38,month-to-month,Fiber optic,98.33,3736.68,Direct debit,2,yes
20763,,20,one-year,DSL,86.05,1713.03,Credit card,3,no
20216,78.0,67,one-year,DSL,85.1,5705.13,Direct debit,1,no
20791,32.0,47,one-year,Fiber optic,90.76,,Direct debit,2,no
20052,71.0,36,month-to-month,Fiber optic,69.28,2502.24,Direct debit,1,no
20337,26.0,27,month-to-month,DSL,88.18,2407.27,Direct debit,4,yes
20748,57.0,55,month-to-month,None,26.13,1462.82,Direct debit,3,yes
20719,83.0,24,month-to-month,None,15.26,372.5,,1,no
20724,61.0,20,month-to-month,None,23.55,499.24,Direct debit,2,no
20295,82.0,18,month-to-month,DSL,82.78,1493.81,Direct debit,5,yes
20701,21.0,27,month-to-month,Fiber optic,109.77,2964.3,Bank transfer,3,yes
20251,61.0,49,one-year,DSL,,2386.57,Direct debit,0,no
20726,43.0,18,month-to-month,Fiber optic,106.54,1921.92,Credit card,5,yes
20461,22.0,29,two-year,,55.54,1602.14,Direct debit,3,no
20455,57.0,19,one-year,,26.77,523.58,Bank transfer,0,no
20023,79.0,0,one-year,DSL,96.04,22.95,Direct debit,0,no
20815,50.0,67,two-year,Fiber optic,,7298.21,Direct debit,7,no
20862,,15,one-year,None,34.22,513.58,Direct debit,5,no
20269,63.0,39,one-year,DSL,,4328.3,Bank transfer,1,no
20201,36.0,2,two-year,None,,77.99,Direct debit,0,no
20161,61.0,30,one-year,None,32.05,964.39,Direct debit,3,no
20555,66.0,36,month-to-month,Fiber optic,75.32,2715.06,Credit card,2,yes
20729,29.0,51,month-to-month,DSL,69.69,3544.35,Credit card,2,yes
20401,75.0,11,one-year,Fiber optic,74.06,810.64,Direct debit,1,no
20702,79.0,25,two-year,Fiber optic,119.76,3014.69,,0,no
20476,36.0,72,two-year,DSL,52.6,3815.8,Direct debit,2,no
20821,48.0,2,two-year,Fiber optic,47.43,101.91,Credit card,6,no
20771,28.0,23,month-to-month,DSL,89.07,2072.03,Bank transfer,1,yes
20105,,72,month-to-month,DSL,92.7,6703.31,Credit card,3,yes
20565,70.0,27,one-year,None,27.0,741.3,Credit card,0,no
20389,60.0,68,month-to-month,Fiber optic,104.72,7139.73,Direct debit,2,yes
20001,32.0,7,two-year,None,36.36,256.38,Direct debit,2,no
20916,46.0,72,two-year,Fiber optic,45.94,3329.57,Credit card,1,no
20209,53.0,24,month-to-month,DSL,87.18,2104.15,Bank transfer,4,yes
20561,22.0,13,month-to-month,Fiber optic,,1115.98,Direct debit,0,no
20080,,50,two-year,Fiber optic,58.28,2906.57,Credit card,4,no
20205,41.0,67,one-year,DSL,85.12,5730.93,,0,no
20034,56.0,37,one-year,None,38.71,1441.81,Direct debit,3,no
20775,52.0,67,month-to-month,Fiber optic,99.75,6697.52,,2,yes
20508,66.0,69,one-year,Fiber optic,112.01,7723.47,Credit card,1,no
20427,78.0,16,one-year,DSL,46.66,740.58,Credit card,2,no
20454,30.0,53,two-year,Fiber optic,71.71,3826.59,Credit card,2,no
20366,27.0,57,month-to-month,DSL,53.62,3061.66,Direct debit,1,yes
20091,,38,month-to-month,None,25.46,994.04,Direct debit,3,yes
20339,18.0,36,month-to-month,Fiber optic,99.4,3593.47,Credit card,1,no
20897,66.0,5,two-year,Fiber optic,51.72,266.21,Direct debit,1,no
20564,40.0,16,one-year,,66.75,1079.11,Bank transfer,1,no
20345,33.0,16,month-to-month,Fiber optic,85.8,1369.71,,2,yes
20776,54.0,49,month-to-month,Fiber optic,71.83,3543.65,Credit card,1,no
20241,45.0,5,month-to-month,None,21.24,109.87,Credit card,2,yes
20013,77.0,6,one-year,Fiber optic,55.32,,Bank transfer,7,no
20315,71.0,41,month-to-month,Fiber optic,106.86,4402.72,Direct debit,2,yes
20600,69.0,19,month-to-month,Fiber optic,95.23,1806.93,Direct debit,3,yes
20387,50.0,18,month-to-month,None,22.18,389.27,Direct debit,2,yes
20273,40.0,58,month-to-month,None,20.5,1190.98,Direct debit,1,yes
20166,34.0,36,one-year,Fiber optic,64.47,2337.83,Credit card,1,no
20840,28.0,66,one-year,DSL,78.76,5213.58,Credit card,2,no
20405,53.0,71,two-year,DSL,81.02,5754.52,Bank transfer,4,no
20646,43.0,46,one-year,Fiber optic,63.17,2935.56,Credit card,2,no
20818,22.0,38,month-to-month,Fiber optic,112.18,4281.15,Credit card,1,yes
20484,56.0,6,month-to-month,DSL,112.38,664.85,Direct debit,2,no
20490,73.0,2,month-to-month,Fiber optic,69.63,157.81,Credit card,4,yes
20504,37.0,54,month-to-month,Fiber optic,101.25,5488.0,Direct debit,0,yes
20831,62.0,59,month-to-month,,,3482.55,Direct debit,2,yes
20243,78.0,4,month-to-month,Fiber optic,95.55,372.47,Direct debit,1,no
20566,54.0,65,one-year,Fiber optic,64.89,,Bank transfer,1,no
20875,70.0,20,month-to-month,DSL,75.38,1535.51,Credit card,5,yes
20562,20.0,1,two-year,Fiber optic,108.61,134.94,Credit card,2,no
20686,25.0,32,month-to-month,Fiber optic,83.1,2659.47,Direct debit,1,yes
20189,48.0,28,two-year,DSL,101.2,2846.56,Direct debit,5,no
20782,35.0,18,month-to-month,DSL,98.47,1780.24,Credit card,1,yes
20699,39.0,65,one-year,None,22.98,1519.46,Credit card,3,no
20475,56.0,5,month-to-month,Fiber optic,106.62,538.18,Credit card,2,yes
20681,42.0,70,month-to-month,DSL,88.9,6228.58,Direct debit,2,yes
20510,32.0,21,two-year,Fiber optic,66.59,1425.77,Bank transfer,5,no
20058,51.0,33,month-to-month,Fiber optic,104.1,3442.77,Credit card,2,yes
20474,71.0,8,month-to-month,Fiber optic,84.92,692.06,Credit card,2,yes
20560,23.0,59,month-to-month,Fiber optic,66.35,3933.69,Direct debit,1,no
20856,46.0,30,month-to-month,Fiber optic,57.05,1713.95,Direct debit,4,yes
20747,30.0,62,one-year,Fiber optic,66.77,,Direct debit,2,no
20252,47.0,61,one-year,Fiber optic,109.85,6723.53,Bank transfer,0,no
20021,77.0,59,month-to-month,Fiber optic,48.02,2855.45,Direct debit,3,no
20313,59.0,30,one-year,,114.47,3450.42,Direct debit,0,no
20459,,1,one-year,Fiber optic,104.18,99.75,Credit card,0,no
20160,70.0,13,month-to-month,Fiber optic,48.45,,Credit card,4,yes
20276,19.0,4,month-to-month,Fiber optic,78.54,340.09,Bank transfer,0,no
20191,24.0,61,month-to-month,Fiber optic,53.1,3262.41,Credit card,3,yes
20385,,58,month-to-month,DSL,67.44,3936.28,Direct debit,4,yes
20805,32.0,6,one-year,Fiber optic,54.69,332.65,Bank transfer,2,no
20413,79.0,49,month-to-month,Fiber optic,52.96,2586.17,Direct debit,4,yes
20491,50.0,40,month-to-month,DSL,81.54,3284.33,Credit card,0,no
20343,65.0,67,month-to-month,None,16.31,1100.76,Credit card,3,no
20769,77.0,41,one-year,Fiber optic,106.77,4394.15,Direct debit,3,no
20308,39.0,59,month-to-month,DSL,97.24,5763.4,Direct debit,2,no
20661,19.0,69,month-to-month,Fiber optic,89.48,6199.67,Credit card,3,yes
20130,79.0,61,two-year,None,37.83,2332.41,Bank transfer,3,no
20663,31.0,72,two-year,None,26.44,1911.68,Credit card,2,no
20871,57.0,22,two-year,DSL,103.45,2293.0,,5,yes
20099,18.0,35,month-to-month,Fiber optic,116.96,4097.32,Direct debit,0,yes
20372,41.0,38,month-to-month,DSL,68.55,2618.81,Credit card,3,yes
20087,29.0,39,two-year,Fiber optic,110.34,4304.27,Direct debit,2,no
20458,67.0,31,month-to-month,Fiber optic,100.49,,Credit card,2,yes
20330,34.0,59,month-to-month,Fiber optic,80.44,4770.32,Direct debit,2,yes
20214,71.0,14,month-to-month,DSL,109.72,1528.92,Bank transfer,2,yes
20466,82.0,37,month-to-month,Fiber optic,97.83,3618.33,Credit card,1,no
20121,62.0,43,month-to-month,Fiber optic,90.9,3927.53,Direct debit,1,yes
20614,83.0,11,month-to-month,Fiber optic,60.45,,Credit card,1,no
20020,,28,month-to-month,Fiber optic,,3175.26,Direct debit,0,yes
20700,38.0,69,one-year,Fiber optic,96.68,6681.79,Credit card,1,no
20071,32.0,44,month-to-month,DSL,52.31,,Direct debit,3,no
20106,68.0,72,month-to-month,Fiber optic,75.13,5438.68,Credit card,2,yes
20270,41.0,24,one-year,DSL,116.44,2797.19,Direct debit,3,no
20860,40.0,29,month-to-month,Fiber optic,62.27,1817.49,Credit card,3,yes
20435,69.0,10,two-year,Fiber optic,81.93,843.13,Bank transfer,0,no
20102,44.0,72,two-year,DSL,,4280.96,Credit card,2,no
